Data;Consumo(kWh)
14/03/2024;0.611
15/03/2024;0.787
16/03/2024;0.708
17/03/2024;1.395
18/03/2024;0.94
19/03/2024;0.815
20/03/2024;1.225
21/03/2024;0.895
22/03/2024;0.74
23/03/2024;0.683
